method,rep,seed,N,steps,dt,T,cost_scale,cd_scale,mix_scale,shots,sample_elapsed_s,shots_per_s,unique,bestE_sample,q10,q50,q90,status,error
DCQO,73,2012475,20,10,0.05,0.5,0.05,0.1,1.0,100,5.40628126699994,18.497002849334198,100.0,58.0,94.0,306.0,690.0,ok,
RANDOM,73,2012475,20,10,0.05,0.5,0.05,0.0,1.0,100,0.005531467999389861,18078.383534177607,nan,70.0,90.0,162.0,310.0,ok,
DAQO,74,2012492,20,10,0.05,0.5,0.05,0.0,1.0,100,2.193812480998531,45.5827473250969,100.0,78.0,114.0,202.0,386.0,ok,
DCQO,74,2012492,20,10,0.05,0.5,0.05,0.1,1.0,100,5.406892458999209,18.494911958820342,100.0,62.0,82.0,278.0,598.0,ok,
RANDOM,74,2012492,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028677909995167283,34870.04458025418,nan,58.0,102.0,174.0,298.0,ok,
DAQO,75,2012509,20,10,0.05,0.5,0.05,0.0,1.0,100,2.176613872999951,45.942921360771024,100.0,70.0,122.0,210.0,378.0,ok,
DCQO,75,2012509,20,10,0.05,0.5,0.05,0.1,1.0,100,5.399843402999977,18.519055560841498,100.0,46.0,126.0,254.0,614.0,ok,
RANDOM,75,2012509,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028721660000883276,34816.929104001894,nan,54.0,106.0,166.0,310.0,ok,
DAQO,76,2012526,20,10,0.05,0.5,0.05,0.0,1.0,100,2.186497930999394,45.735236508681474,100.0,90.0,122.0,214.0,478.0,ok,
DCQO,76,2012526,20,10,0.05,0.5,0.05,0.1,1.0,100,5.402255720999165,18.510786079838642,100.0,54.0,82.0,314.0,690.0,ok,
RANDOM,76,2012526,20,10,0.05,0.5,0.05,0.0,1.0,100,0.002874306999729015,34790.994841340136,nan,74.0,94.0,170.0,302.0,ok,
DAQO,77,2012543,20,10,0.05,0.5,0.05,0.0,1.0,100,2.188753587000974,45.68810330861401,100.0,82.0,122.0,198.0,398.0,ok,
DCQO,77,2012543,20,10,0.05,0.5,0.05,0.1,1.0,100,5.401561761000266,18.51316423372375,100.0,50.0,82.0,314.0,874.0,ok,
RANDOM,77,2012543,20,10,0.05,0.5,0.05,0.0,1.0,100,0.002896129999498953,34528.83676399214,nan,74.0,110.0,174.0,290.0,ok,
DAQO,78,2012560,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1769594690013037,45.935627844222445,100.0,82.0,122.0,226.0,422.0,ok,
DCQO,78,2012560,20,10,0.05,0.5,0.05,0.1,1.0,100,5.409240413999214,18.486883988590737,99.0,62.0,90.0,246.0,682.0,ok,
RANDOM,78,2012560,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028549599992402364,35026.76045430131,nan,54.0,90.0,154.0,322.0,ok,
DAQO,79,2012577,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1889327480002976,45.68436380302462,100.0,62.0,110.0,194.0,470.0,ok,
DCQO,79,2012577,20,10,0.05,0.5,0.05,0.1,1.0,100,5.410446496000077,18.482762942749666,100.0,66.0,90.0,250.0,610.0,ok,
RANDOM,79,2012577,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0030036729986022692,33292.57214301758,nan,78.0,106.0,178.0,294.0,ok,
DAQO,80,2012594,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1888362249992497,45.686378385863144,100.0,70.0,110.0,222.0,394.0,ok,
DCQO,80,2012594,20,10,0.05,0.5,0.05,0.1,1.0,100,5.386678890999974,18.564314306367752,100.0,54.0,82.0,274.0,682.0,ok,
RANDOM,80,2012594,20,10,0.05,0.5,0.05,0.0,1.0,100,0.00289478299964685,34544.90371547696,nan,66.0,98.0,158.0,262.0,ok,
DAQO,81,2012611,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1929193569994823,45.60131209604878,100.0,66.0,126.0,206.0,386.0,ok,
DCQO,81,2012611,20,10,0.05,0.5,0.05,0.1,1.0,100,5.399638292999953,18.519759023421845,100.0,50.0,106.0,306.0,774.0,ok,
RANDOM,81,2012611,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028900950001116144,34600.93872213129,nan,62.0,106.0,162.0,286.0,ok,
DAQO,82,2012628,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1998424170014914,45.45780153485067,100.0,58.0,114.0,214.0,354.0,ok,
DCQO,82,2012628,20,10,0.05,0.5,0.05,0.1,1.0,100,5.3958639850006875,18.5327132555561,100.0,42.0,110.0,302.0,770.0,ok,
RANDOM,82,2012628,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028737499997077975,34797.738150558675,nan,66.0,102.0,174.0,318.0,ok,
DAQO,83,2012645,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1794393910004146,45.88335900182919,100.0,66.0,118.0,214.0,458.0,ok,
DCQO,83,2012645,20,10,0.05,0.5,0.05,0.1,1.0,100,5.396095231999425,18.53191904527356,100.0,50.0,110.0,318.0,678.0,ok,
RANDOM,83,2012645,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0029716160006501013,33651.72349930912,nan,54.0,94.0,170.0,294.0,ok,
DAQO,84,2012662,20,10,0.05,0.5,0.05,0.0,1.0,100,2.195552981000219,45.54661211338358,100.0,86.0,126.0,230.0,474.0,ok,
DCQO,84,2012662,20,10,0.05,0.5,0.05,0.1,1.0,100,5.407682418001059,18.492210205821376,100.0,54.0,86.0,298.0,674.0,ok,
RANDOM,84,2012662,20,10,0.05,0.5,0.05,0.0,1.0,100,0.002857452000171179,34996.21340761258,nan,70.0,114.0,158.0,326.0,ok,
DAQO,85,2012679,20,10,0.05,0.5,0.05,0.0,1.0,100,2.203184793001128,45.38883906500747,100.0,70.0,126.0,226.0,414.0,ok,
DCQO,85,2012679,20,10,0.05,0.5,0.05,0.1,1.0,100,5.405744382000194,18.498839925353394,100.0,58.0,114.0,330.0,818.0,ok,
RANDOM,85,2012679,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0029094959991198266,34370.21395810537,nan,58.0,110.0,170.0,278.0,ok,
DAQO,86,2012696,20,10,0.05,0.5,0.05,0.0,1.0,100,2.194393914000102,45.570669587627805,100.0,74.0,110.0,210.0,430.0,ok,
DCQO,86,2012696,20,10,0.05,0.5,0.05,0.1,1.0,100,5.4084461239999655,18.489598991519998,99.0,46.0,98.0,354.0,894.0,ok,
RANDOM,86,2012696,20,10,0.05,0.5,0.05,0.0,1.0,100,0.002898425000239513,34501.49649955974,nan,74.0,102.0,166.0,278.0,ok,
DAQO,87,2012713,20,10,0.05,0.5,0.05,0.0,1.0,100,2.187904266998885,45.70583892007692,100.0,94.0,134.0,214.0,458.0,ok,
DCQO,87,2012713,20,10,0.05,0.5,0.05,0.1,1.0,100,5.392172608000692,18.545400392343517,100.0,54.0,106.0,286.0,546.0,ok,
RANDOM,87,2012713,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0029507179988286225,33890.05660307018,nan,42.0,106.0,154.0,266.0,ok,
DAQO,88,2012730,20,10,0.05,0.5,0.05,0.0,1.0,100,2.183259977999114,45.803065602680405,100.0,78.0,126.0,194.0,390.0,ok,
DCQO,88,2012730,20,10,0.05,0.5,0.05,0.1,1.0,100,5.4028316069998255,18.50881302138707,100.0,54.0,122.0,374.0,862.0,ok,
RANDOM,88,2012730,20,10,0.05,0.5,0.05,0.0,1.0,100,0.002879302999645006,34730.627520733025,nan,66.0,110.0,166.0,302.0,ok,
DAQO,89,2012747,20,10,0.05,0.5,0.05,0.0,1.0,100,2.18611933000102,45.74315712214728,100.0,50.0,118.0,226.0,406.0,ok,
DCQO,89,2012747,20,10,0.05,0.5,0.05,0.1,1.0,100,5.402700165999704,18.509263317872133,100.0,66.0,118.0,314.0,606.0,ok,
RANDOM,89,2012747,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028675459998339647,34873.02383494115,nan,46.0,102.0,178.0,314.0,ok,
DAQO,90,2012764,20,10,0.05,0.5,0.05,0.0,1.0,100,2.212690529999236,45.19384823327939,100.0,90.0,106.0,194.0,418.0,ok,
DCQO,90,2012764,20,10,0.05,0.5,0.05,0.1,1.0,100,5.397205236000445,18.528107720080733,100.0,46.0,106.0,242.0,646.0,ok,
RANDOM,90,2012764,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028952849988854723,34538.91414437424,nan,54.0,90.0,166.0,290.0,ok,
DAQO,91,2012781,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1861044640008913,45.74346818586398,100.0,86.0,130.0,202.0,386.0,ok,
DCQO,91,2012781,20,10,0.05,0.5,0.05,0.1,1.0,100,5.3885527919992455,18.557858456629926,100.0,46.0,142.0,366.0,846.0,ok,
RANDOM,91,2012781,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028536010013340274,35043.441585999964,nan,78.0,114.0,170.0,294.0,ok,
DAQO,92,2012798,20,10,0.05,0.5,0.05,0.0,1.0,100,2.181469836999895,45.84065216208846,100.0,78.0,118.0,186.0,402.0,ok,
DCQO,92,2012798,20,10,0.05,0.5,0.05,0.1,1.0,100,5.402751587998864,18.509087151467426,100.0,58.0,134.0,318.0,786.0,ok,
RANDOM,92,2012798,20,10,0.05,0.5,0.05,0.0,1.0,100,0.002851080000255024,35074.427932943014,nan,82.0,114.0,182.0,326.0,ok,
DAQO,93,2012815,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1838086360003217,45.79155808411469,100.0,86.0,110.0,218.0,474.0,ok,
DCQO,93,2012815,20,10,0.05,0.5,0.05,0.1,1.0,100,5.404554578999523,18.502912411796153,100.0,54.0,130.0,306.0,698.0,ok,
RANDOM,93,2012815,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0029046479994576657,34427.57952725124,nan,74.0,106.0,162.0,274.0,ok,
DAQO,94,2012832,20,10,0.05,0.5,0.05,0.0,1.0,100,2.207059518999813,45.30915416604516,100.0,94.0,122.0,226.0,466.0,ok,
DCQO,94,2012832,20,10,0.05,0.5,0.05,0.1,1.0,100,5.406454642001336,18.496409684662122,100.0,74.0,126.0,334.0,638.0,ok,
RANDOM,94,2012832,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0028750709989253664,34781.74975065925,nan,66.0,102.0,174.0,322.0,ok,
DAQO,95,2012849,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1940893689989025,45.576994908656346,100.0,70.0,114.0,230.0,474.0,ok,
DCQO,95,2012849,20,10,0.05,0.5,0.05,0.1,1.0,100,5.402300565001497,18.510632423498322,100.0,54.0,94.0,290.0,706.0,ok,
RANDOM,95,2012849,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0029883090010116575,33463.741522762924,nan,78.0,90.0,158.0,290.0,ok,
DAQO,96,2012866,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1960654529993917,45.535983394037615,100.0,66.0,106.0,218.0,446.0,ok,
DCQO,96,2012866,20,10,0.05,0.5,0.05,0.1,1.0,100,5.408905797001353,18.488027662718597,100.0,54.0,114.0,338.0,642.0,ok,
RANDOM,96,2012866,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0032076999996206723,31174.985195568643,nan,62.0,94.0,162.0,334.0,ok,
DAQO,97,2012883,20,10,0.05,0.5,0.05,0.0,1.0,100,2.192332651999095,45.6135157722594,100.0,74.0,118.0,214.0,514.0,ok,
DCQO,97,2012883,20,10,0.05,0.5,0.05,0.1,1.0,100,5.411826374998782,18.478050305156458,100.0,58.0,146.0,334.0,698.0,ok,
RANDOM,97,2012883,20,10,0.05,0.5,0.05,0.0,1.0,100,0.00288482999894768,34664.08767118954,nan,54.0,102.0,182.0,290.0,ok,
DAQO,98,2012900,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1984251649992075,45.48710667621749,100.0,82.0,118.0,214.0,462.0,ok,
DCQO,98,2012900,20,10,0.05,0.5,0.05,0.1,1.0,100,5.4070155849985895,18.49449080144016,100.0,58.0,102.0,302.0,750.0,ok,
RANDOM,98,2012900,20,10,0.05,0.5,0.05,0.0,1.0,100,0.002873727000405779,34798.0166473293,nan,78.0,102.0,162.0,258.0,ok,
DAQO,99,2012917,20,10,0.05,0.5,0.05,0.0,1.0,100,2.189930235999782,45.663555101492264,100.0,90.0,114.0,194.0,390.0,ok,
DCQO,99,2012917,20,10,0.05,0.5,0.05,0.1,1.0,100,5.3879326449987275,18.559994452199323,100.0,54.0,114.0,286.0,714.0,ok,
RANDOM,99,2012917,20,10,0.05,0.5,0.05,0.0,1.0,100,0.0029472340011125198,33930.11887154263,nan,70.0,94.0,170.0,330.0,ok,
